"Cruise","Station","StationID","Latitude","Longitude","FishNum","Time","Station_Depth","Region","FL_mm","Species","Centropages_spp","Calanus_spp","PPC","Temora_longicornis","Calanoida","Candacia_spp","Caligus_spp","Hyperiidea","Phronimidae","Hyperia_spp","Parathemisto_spp","Pronoidae","Lycaenidae","Mysidae","Mysis mixta","Mysis bigelowi","Neomysis spp.","Oikopleura spp.","Limacina helicina","Clione limacina","Euphausiacea","Euphausia spp.","Meganyctiphanes norvegica","Thysanopoda spp.","Thysanoessa spp.","Nematoscelis spp.","Gammarus spp.","Ampithoidae","Gammaria spp.","Haustoriidae","Corophiidae","Liljeborgiidae","Meltidae","Aoridae","Chaetognatha","Ostracoda","Crustacean_Larvae","Cladocera","Ammodytes spp.","Larval_Fish","Fish_Remains","Polychaeta","Cumacea","Isopoda","Other","Unknown","EST_YEAR","EST_MONTH","EST_DAY","EST_TIME","GMT_YEAR","GMT_MONTH","GMT_DAY","GMT_TIME","SURFTEMP","BOTTEMP","GMT_datetime","EST_datetime","day_night","seasons"
201302,122,"201302-122",39.64571167,-73.17230667,93,"13:05",43,"SNE",220,"S. scombrus",8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,2013,3,27,13:05:52,2013,3,27,18:05:52,6.1,5.92,2013-03-27 18:05:52,2013-03-27 13:05:52,"Day","Spring"
201302,158,"201302-158",40.239365,-71.80516167,94,"15:19",76,"SNE",287,"S. scombrus",0,2,0,0,0,0,52,1,0,9,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,2013,3,30,15:19:08,2013,3,30,20:19:08,6.61,6.13,2013-03-30 20:19:08,2013-03-30 15:19:08,"Day","Spring"
201302,158,"201302-158",40.239365,-71.80516167,95,"15:19",76,"SNE",289,"S. scombrus",0,0,0,0,6,0,62,0,0,3,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,2013,3,30,15:19:08,2013,3,30,20:19:08,6.61,6.13,2013-03-30 20:19:08,2013-03-30 15:19:08,"Day","Spring"
201302,226,"201302-226",41.54313167,-68.658875,97,"07:29",135,"GoM",250,"S. scombrus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,12,07:29:48,2013,4,12,12:29:48,6.84,6.36,2013-04-12 12:29:48,2013-04-12 07:29:48,"Day","Spring"
201302,226,"201302-226",41.54313167,-68.658875,98,"07:29",135,"GoM",242,"S. scombrus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,12,07:29:48,2013,4,12,12:29:48,6.84,6.36,2013-04-12 12:29:48,2013-04-12 07:29:48,"Night","Spring"
201302,315,"201302-315",43.66283833,-67.043225,99,"22:08",151,"GoM",250,"S. scombrus",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013,4,22,22:08:07,2013,4,23,03:08:07,5.64,7.73,2013-04-23 03:08:07,2013-04-22 22:08:07,"Night","Spring"
201302,315,"201302-315",43.66283833,-67.043225,100,"22:08",151,"GoM",253,"S. scombrus",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013,4,22,22:08:07,2013,4,23,03:08:07,5.64,7.73,2013-04-23 03:08:07,2013-04-22 22:08:07,"Night","Spring"
201302,71,"201302-71",37.40019,-75.15990167,101,"22:06",31,"MAB",232,"S. scombrus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,3,21,22:06:57,2013,3,22,03:06:57,6.5,6.52,2013-03-22 03:06:57,2013-03-21 22:06:57,"Night","Spring"
201402,187,"201402-187",41.71176833,-69.23333333,183,"07:05",81,"GoM",170,"A. aestivalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2014,4,24,07:05:09,2014,4,24,12:05:09,5.22,4.67,2014-04-24 12:05:09,2014-04-24 07:05:09,"Night","Spring"
201402,187,"201402-187",41.71176833,-69.23333333,184,"07:05",81,"GoM",175,"A. aestivalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,4,24,07:05:09,2014,4,24,12:05:09,5.22,4.67,2014-04-24 12:05:09,2014-04-24 07:05:09,"Night","Spring"
201402,282,"201402-282",44.08882833,-69.00333333,205,"13:18",101,"GoM",160,"A. aestivalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,5,17,13:18:52,2014,5,17,18:18:52,6.21,5.37,2014-05-17 18:18:52,2014-05-17 13:18:52,"Night","Spring"
201402,276,"201402-276",44.25137833,-69.00333333,258,"17:03",70,"GoM",132,"A. aestivalis",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,5,16,17:03:14,2014,5,16,22:03:14,6.56,5.13,2014-05-16 22:03:14,2014-05-16 17:03:14,"Night","Spring"
201402,276,"201402-276",44.25137833,-69.38333333,259,"17:03",70,"GoM",127,"A. aestivalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,5,16,17:03:14,2014,5,16,22:03:14,6.56,5.13,2014-05-16 22:03:14,2014-05-16 17:03:14,"Night","Spring"
201402,273,"201402-273",44.29286667,-69.38333333,264,"00:03",180,"GoM",170,"A. aestivalis",0,80,0,0,0,0,0,7,0,0,13,0,0,0,0,0,2,2260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,16,00:03:19,2014,5,16,05:03:19,6.64,7.84,2014-05-16 05:03:19,2014-05-16 00:03:19,"Night","Spring"
201402,274,"201402-274",44.31501833,-69.38333333,272,"02:03",164,"GoM",207,"A. aestivalis",0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,16,02:03:34,2014,5,16,07:03:34,6.44,7.46,2014-05-16 07:03:34,2014-05-16 02:03:34,"Night","Spring"
201402,274,"201402-274",44.31501833,-69.55,274,"02:03",164,"GoM",155,"A. aestivalis",0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,5,16,02:03:34,2014,5,16,07:03:34,6.44,7.46,2014-05-16 07:03:34,2014-05-16 02:03:34,"Night","Spring"
201402,296,"201402-296",42.17125667,-71.13333333,286,"10:04",192,"GoM",214,"A. aestivalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,5,19,10:04:40,2014,5,19,15:04:40,8.95,7.81,2014-05-19 15:04:40,2014-05-19 10:04:40,"Day","Spring"
201402,282,"201402-282",44.08882833,-71.13333333,329,"13:18",101,"GoM",115,"A. aestivalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,5,17,13:18:52,2014,5,17,18:18:52,6.21,5.37,2014-05-17 18:18:52,2014-05-17 13:18:52,"Day","Spring"
201402,282,"201402-282",44.08882833,-71.13333333,330,"13:18",101,"GoM",142,"A. aestivalis",1,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,5,17,13:18:52,2014,5,17,18:18:52,6.21,5.37,2014-05-17 18:18:52,2014-05-17 13:18:52,"Day","Spring"
201402,95,"201402-95",39.45199333,-69.61666667,335,"05:00",67,"SNE",220,"A. aestivalis",270,535,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,2014,4,14,05:00:39,2014,4,14,10:00:39,7.8,6.47,2014-04-14 10:00:39,2014-04-14 05:00:39,"Night","Spring"
201402,95,"201402-95",39.45199333,-72.97724167,336,"05:00",67,"SNE",212,"A. aestivalis",250,0,0,5,425,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,4,14,05:00:39,2014,4,14,10:00:39,7.8,6.47,2014-04-14 10:00:39,2014-04-14 05:00:39,"Night","Spring"
201402,116,"201402-116",39.689,-73.642,347,"18:01",35,"MAB",205,"A. aestivalis",920,0,3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,2014,4,16,18:01:50,2014,4,16,23:01:50,7.2,6.89,2014-04-16 23:01:50,2014-04-16 18:01:50,"Night","Spring"
201402,116,"201402-116",39.689,-73.642,348,"18:01",35,"MAB",205,"A. aestivalis",2480,0,3180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1,2014,4,16,18:01:50,2014,4,16,23:01:50,7.2,6.89,2014-04-16 23:01:50,2014-04-16 18:01:50,"Night","Spring"
201402,127,"201402-127",40.120195,-73.54423167,354,"17:07",42,"SNE",220,"A. aestivalis",3800,0,3100,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,17,17:07:34,2014,4,17,22:07:34,6.93,5.71,2014-04-17 22:07:34,2014-04-17 17:07:34,"Night","Spring"
201402,127,"201402-127",40.120195,-73.54423167,355,"17:07",42,"SNE",224,"A. aestivalis",2540,0,1620,3880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,2014,4,17,17:07:34,2014,4,17,22:07:34,6.93,5.71,2014-04-17 22:07:34,2014-04-17 17:07:34,"Night","Spring"
201402,66,"201402-66",40.88478167,-71.18050333,359,"03:35",54,"SNE",176,"A. aestivalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,4,11,03:35:56,2014,4,11,08:35:56,4.03,3.91,2014-04-11 08:35:56,2014-04-11 03:35:56,"Night","Spring"
201402,70,"201402-70",40.50130833,-70.82712333,369,"14:10",78,"SNE",200,"A. aestivalis",340,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,2014,4,11,14:10:43,2014,4,11,19:10:43,5.78,4.78,2014-04-11 19:10:43,2014-04-11 14:10:43,"Day","Spring"
201402,70,"201402-70",40.50130833,-70.82712333,370,"14:10",78,"SNE",202,"A. aestivalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,11,14:10:43,2014,4,11,19:10:43,5.78,4.78,2014-04-11 19:10:43,2014-04-11 14:10:43,"Day","Spring"
201402,57,"201402-57",38.587985,-74.28988167,384,"20:05",45,"MAB",194,"A. aestivalis",2080,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,2,20:05:40,2014,4,3,01:05:40,5.93,5.57,2014-04-03 01:05:40,2014-04-02 20:05:40,"Night","Spring"
201402,57,"201402-57",38.587985,-74.28988167,385,"20:05",45,"MAB",187,"A. aestivalis",1960,140,1100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,2,20:05:40,2014,4,3,01:05:40,5.93,5.57,2014-04-03 01:05:40,2014-04-02 20:05:40,"Night","Spring"
201402,56,"201402-56",38.334775,-74.07386667,387,"17:40",63,"MAB",215,"A. aestivalis",780,320,607,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,4,2,17:40:55,2014,4,2,22:40:55,8.56,7.63,2014-04-02 22:40:55,2014-04-02 17:40:55,"Night","Spring"
201402,56,"201402-56",38.334775,-74.07386667,389,"17:40",63,"MAB",222,"A. aestivalis",1220,130,710,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,2,17:40:55,2014,4,2,22:40:55,8.56,7.63,2014-04-02 22:40:55,2014-04-02 17:40:55,"Night","Spring"
201402,84,"201402-84",40.18524333,-72.20134167,393,"02:57",71,"SNE",195,"A. aestivalis",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,4,13,02:57:36,2014,4,13,07:57:36,7.06,5.2,2014-04-13 07:57:36,2014-04-13 02:57:36,"Night","Spring"
201402,118,"201402-118",39.86297833,-73.70465667,406,"22:52",32,"MAB",215,"A. aestivalis",6100,0,12800,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,16,22:52:17,2014,4,17,03:52:17,6.7,6.56,2014-04-17 03:52:17,2014-04-16 22:52:17,"Night","Spring"
201402,118,"201402-118",39.86297833,-73.70465667,407,"22:52",32,"MAB",195,"A. aestivalis",3400,0,5850,3350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,4,16,22:52:17,2014,4,17,03:52:17,6.7,6.56,2014-04-17 03:52:17,2014-04-16 22:52:17,"Night","Spring"
201402,69,"201402-69",40.65411667,-70.75713333,429,"11:56",64,"SNE",185,"A. aestivalis",5,257,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,0,0,0,0,0,1,2014,4,11,11:56:28,2014,4,11,16:56:28,4.27,3.98,2014-04-11 16:56:28,2014-04-11 11:56:28,"Day","Spring"
201402,69,"201402-69",40.65411667,-70.75713333,430,"11:56",64,"SNE",195,"A. aestivalis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014,4,11,11:56:28,2014,4,11,16:56:28,4.27,3.98,2014-04-11 16:56:28,2014-04-11 11:56:28,"Day","Spring"
201402,187,"201402-187",41.71176833,-69.735145,174,"07:05",81,"GoM",174,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,24,07:05:09,2014,4,24,12:05:09,5.22,4.67,2014-04-24 12:05:09,2014-04-24 07:05:09,"Night","Spring"
201402,187,"201402-187",41.71176833,-69.735145,175,"07:05",81,"GoM",193,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,24,07:05:09,2014,4,24,12:05:09,5.22,4.67,2014-04-24 12:05:09,2014-04-24 07:05:09,"Night","Spring"
201402,253,"201402-253",42.522365,-67.43048167,199,"00:27",298,"GoM",205,"A. pseudoharengus",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,14,00:27:48,2014,5,14,05:27:48,6.85,9.25,2014-05-14 05:27:48,2014-05-14 00:27:48,"Night","Spring"
201402,253,"201402-253",42.522365,-67.43048167,200,"00:27",298,"GoM",219,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,14,00:27:48,2014,5,14,05:27:48,6.85,9.25,2014-05-14 05:27:48,2014-05-14 00:27:48,"Night","Spring"
201402,192,"201402-192",41.72865167,-68.36175833,240,"08:49",86,"GB",196,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,7,08:49:42,2014,5,7,13:49:42,7.38,5.4,2014-05-07 13:49:42,2014-05-07 08:49:42,"Night","Spring"
201402,255,"201402-255",42.55021333,-67.00852833,243,"03:42",315,"GoM",182,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,14,03:42:41,2014,5,14,08:42:41,6.88,8.93,2014-05-14 08:42:41,2014-05-14 03:42:41,"Night","Spring"
201402,255,"201402-255",42.55021333,-67.00852833,245,"03:42",315,"GoM",231,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,14,03:42:41,2014,5,14,08:42:41,6.88,8.93,2014-05-14 08:42:41,2014-05-14 03:42:41,"Night","Spring"
201402,260,"201402-260",42.93039667,-66.80065167,260,"17:15",196,"GoM",230,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,14,17:15:18,2014,5,14,22:15:18,6.87,7.68,2014-05-14 22:15:18,2014-05-14 17:15:18,"Night","Spring"
201402,191,"201402-191",41.89695833,-68.92680167,266,"04:52",156,"GoM",172,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,7,04:52:14,2014,5,7,09:52:14,7.51,5.26,2014-05-07 09:52:14,2014-05-07 04:52:14,"Night","Spring"
201402,191,"201402-191",41.89695833,-68.92680167,268,"04:52",156,"GoM",172,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,7,04:52:14,2014,5,7,09:52:14,7.51,5.26,2014-05-07 09:52:14,2014-05-07 04:52:14,"Night","Spring"
201402,256,"201402-256",42.63537667,-66.844475,321,"07:04",223,"GoM",234,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,8,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,14,07:04:39,2014,5,14,12:04:39,7.11,9.16,2014-05-14 12:04:39,2014-05-14 07:04:39,"Night","Spring"
201402,256,"201402-256",42.63537667,-66.844475,322,"07:04",223,"GoM",234,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,14,07:04:39,2014,5,14,12:04:39,7.11,9.16,2014-05-14 12:04:39,2014-05-14 07:04:39,"Night","Spring"
201402,189,"201402-189",42.15814667,-69.96183333,324,"20:04",140,"GoM",171,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,6,20:04:52,2014,5,7,01:04:52,7.81,4.54,2014-05-07 01:04:52,2014-05-06 20:04:52,"Night","Spring"
201402,189,"201402-189",42.15814667,-69.96183333,325,"20:04",140,"GoM",164,"A. pseudoharengus",1,237,198,3,0,0,0,0,0,0,11,0,0,4,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,52,0,0,0,2014,5,6,20:04:52,2014,5,7,01:04:52,7.81,4.54,2014-05-07 01:04:52,2014-05-06 20:04:52,"Night","Spring"
201402,68,"201402-68",40.85757833,-70.94011167,337,"09:04",55,"SNE",206,"A. pseudoharengus",20,360,80,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2014,4,11,09:04:44,2014,4,11,14:04:44,4.06,3.44,2014-04-11 14:04:44,2014-04-11 09:04:44,"Day","Spring"
201402,68,"201402-68",40.85757833,-70.94011167,338,"09:04",55,"SNE",201,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,11,09:04:44,2014,4,11,14:04:44,4.06,3.44,2014-04-11 14:04:44,2014-04-11 09:04:44,"Day","Spring"
201402,118,"201402-118",39.86297833,-73.70465667,340,"22:52",32,"MAB",235,"A. pseudoharengus",1940,0,7980,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,320,0,0,0,4,2,2,320,0,0,0,2014,4,16,22:52:17,2014,4,17,03:52:17,6.7,6.56,2014-04-17 03:52:17,2014-04-16 22:52:17,"Night","Spring"
201402,118,"201402-118",39.86297833,-73.70465667,341,"22:52",32,"MAB",232,"A. pseudoharengus",1300,0,4840,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,100,0,1,0,0,0,0,100,0,0,0,2014,4,16,22:52:17,2014,4,17,03:52:17,6.7,6.56,2014-04-17 03:52:17,2014-04-16 22:52:17,"Night","Spring"
201402,66,"201402-66",40.88478167,-71.18050333,364,"03:35",54,"SNE",204,"A. pseudoharengus",0,117,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,11,03:35:56,2014,4,11,08:35:56,4.03,3.91,2014-04-11 08:35:56,2014-04-11 03:35:56,"Night","Spring"
201402,66,"201402-66",40.88478167,-71.18050333,365,"03:35",54,"SNE",212,"A. pseudoharengus",0,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,11,03:35:56,2014,4,11,08:35:56,4.03,3.91,2014-04-11 08:35:56,2014-04-11 03:35:56,"Night","Spring"
201402,64,"201402-64",41.20531667,-71.22919833,366,"23:06",48,"SNE",93,"A. pseudoharengus",145,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,10,0,0,0,2014,4,10,23:06:09,2014,4,11,04:06:09,4.65,3.69,2014-04-11 04:06:09,2014-04-10 23:06:09,"Night","Spring"
201402,64,"201402-64",41.20531667,-71.22919833,367,"23:06",48,"SNE",100,"A. pseudoharengus",90,0,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,10,23:06:09,2014,4,11,04:06:09,4.65,3.69,2014-04-11 04:06:09,2014-04-10 23:06:09,"Night","Spring"
201402,69,"201402-69",40.65411667,-70.75713333,403,"11:56",64,"SNE",218,"A. pseudoharengus",0,212,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,2014,4,11,11:56:28,2014,4,11,16:56:28,4.27,3.98,2014-04-11 16:56:28,2014-04-11 11:56:28,"Day","Spring"
201402,182,"201402-182",41.339215,-69.32830833,408,"15:21",79,"GoM",190,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,23,15:21:26,2014,4,23,20:21:26,6.48,4.8,2014-04-23 20:21:26,2014-04-23 15:21:26,"Night","Spring"
201402,65,"201402-65",40.90416667,-71.29583333,444,"01:55",57,"SNE",167,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,4,11,01:55:08,2014,4,11,06:55:08,4.78,3.95,2014-04-11 06:55:08,2014-04-11 01:55:08,"Night","Spring"
201402,65,"201402-65",40.90416667,-71.29583333,446,"01:55",57,"SNE",224,"A. pseudoharengus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,11,01:55:08,2014,4,11,06:55:08,4.78,3.95,2014-04-11 06:55:08,2014-04-11 01:55:08,"Night","Spring"
